"Id","Position","First Name","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"9642","PG","Russell","Westbrook","50","23","10700","UTA@OKC","OKC","UTA","","","",""
"9646","SF","Kevin","Durant","44.8","17","10300","UTA@OKC","OKC","UTA","","","",""
"9535","PG","Kyle","Lowry","40.1","24","9000","PHI@TOR","TOR","PHI","","","",""
"12351","PF","Derrick","Favors","34.7","20","8100","UTA@OKC","UTA","OKC","","","",""
"9581","C","Marc","Gasol","32","24","8000","MEM@MIA","MEM","MIA","","","",""
"9718","PF","Chris","Bosh","33.2","21","7600","MEM@MIA","MIA","MEM","","","",""
"9714","SG","DeMar","DeRozan","33.1","24","7600","PHI@TOR","TOR","PHI","","","",""
"9585","SG","Dwyane","Wade","30.9","20","7300","MEM@MIA","MIA","MEM","","","",""
"12363","C","Hassan","Whiteside","33","21","7200","MEM@MIA","MIA","MEM","","","",""
"12366","SF","Gordon","Hayward","30","21","7100","UTA@OKC","UTA","OKC","","","",""
"40203","C","Rudy","Gobert","29.5","14","7100","UTA@OKC","UTA","OKC","O","Knee","",""
"20491","SF","Robert","Covington","27.4","15","6500","PHI@TOR","PHI","TOR","","","",""
"9579","PF","Zach","Randolph","26.5","19","6400","MEM@MIA","MEM","MIA","","","",""
"58083","C","Jahlil","Okafor","29.4","22","6300","PHI@TOR","PHI","TOR","","","",""
"9575","PG","Mike","Conley","27.9","24","6300","MEM@MIA","MEM","MIA","","","",""
"9957","PF","Serge","Ibaka","27.3","23","6100","UTA@OKC","OKC","UTA","","","",""
"16412","PG","Tony","Wroten","8.5","3","5800","PHI@TOR","PHI","TOR","O","Rest","",""
"23825","PF","Nerlens","Noel","23.5","20","5800","PHI@TOR","PHI","TOR","","","",""
"14503","C","Jonas","Valanciunas","24.9","14","5700","PHI@TOR","TOR","PHI","O","Hand","",""
"9787","SF","DeMarre","Carroll","23","18","5600","PHI@TOR","TOR","PHI","O","Knee","",""
"9673","PG","Goran","Dragic","22","21","5500","MEM@MIA","MIA","MEM","","","",""
"14510","SG","Alec","Burks","22.9","21","5300","UTA@OKC","UTA","OKC","","","",""
"18393","PG","T.J.","McConnell","22.1","24","5000","PHI@TOR","PHI","TOR","","","",""
"14516","C","Enes","Kanter","21.2","23","5000","UTA@OKC","OKC","UTA","","","",""
"15843","PG","Trey","Burke","18.1","21","4900","UTA@OKC","UTA","OKC","","","",""
"23831","PF","Jerami","Grant","21.6","24","4900","PHI@TOR","PHI","TOR","","","",""
"9479","SF","Luol","Deng","18.3","15","4700","MEM@MIA","MIA","MEM","","","",""
"14529","PG","Cory","Joseph","18.7","24","4500","PHI@TOR","TOR","PHI","","","",""
"19456","PG","Isaiah","Canaan","17.5","24","4500","PHI@TOR","PHI","TOR","","","",""
"15904","SG","Rodney","Hood","20.1","20","4400","UTA@OKC","UTA","OKC","","","",""
"9583","PG","Mario","Chalmers","18.2","21","4400","MEM@MIA","MEM","MIA","","","",""
"9542","PF","Luis","Scola","19.1","24","4300","PHI@TOR","TOR","PHI","","","",""
"12350","PF","Trevor","Booker","16.1","20","4300","UTA@OKC","UTA","OKC","","","",""
"16220","SG","Dion","Waiters","18.3","23","4200","UTA@OKC","OKC","UTA","","","",""
